"Id","NIF__c","Name","BillingStreet","BillingCity","BillingPostalCode","BillingCountryCode"
"0012400000w2YcZAAU","502889624","TOTALSTOR - SOLUÇÕES DE ARMAZENAMENTO DE DADOS, S.A.","ESTRADA DE ALFRAGIDE, 67 2ºNORTE - ALFRAPARK - EDIFÍCIO F","AMADORA","2610-008","PT"
"0012400000w2YviAAE","502910909","FIRMAWARE - INFORMÁTICA E ASSESSORIA, LDA","RUA DO LUGARINHO, 296","PORTO","4250-267","PT"
"0012400000stFyvAAE","502284650","EUROMATEL - MATERIAL ELÉCTRICO, LDA","RUA DO BAIRRO, 325","AVELEDA","4485-010","PT"
"0012400000stG8mAAE","502280018","IBERGÁS - COMÉRCIO, IMPORTAÇÃO E EXPORTAÇÃO, S.A.","RUA JOSÉ DOMINGOS BARREIROS, 2E","LISBOA","1950-161","PT"
"0012400000stGfrAAE","509679765","4FLEET, S.A.","RUA DOS BOMBEIROS VOLUNTÁRIOS, 129 ESCRITÓRIO 3","ALCABIDECHE","2645-030","PT"
"0012400000yBrIOAA0","508264855","MINDSHAKER - SERVIÇOS INFORMÁTICOS, LDA","RUA DOS INVENTORES, 2829","MONTE DE CAPARICA","2825-182","PT"
"0012400000yBthfAAC","506729400","NEWPOS - SERVIÇOS INFORMÁTICOS, LDA","RUA MANUEL DA FONSECA, LOTE 5E - PARK ORANGE","LISBOA","1600-181","PT"
"0012400000yCzeoAAC","509889883","JORGE MARTINS CONSULTING, UNIPESSOAL, LDA","RUA DO OUTEIRO, 41","PESO","6200-624","PT"
"0012400000w35QzAAI","503295787","ALARTÉCNICA - COMERCIALIZAÇÃO E MONTAGEM DE EQUIPAMENTO ELÉCTRICO E ELEVAÇÃO, LDA","RUA MAJOR JOÃO LUÍS DE MOURA, ARMAZÉM W - FAMÕES PARQUE","FAMÕES","1685-253","PT"
"0012400000w35TFAAY","504129619","REDENEXO - INFORMÁTICA E TELECOMUNICAÇÕES, LDA","ESTRADA DE LAVEIRAS, 86C","LAVEIRAS","2760-074","PT"
"0012400000ssmeyAAA","502037881","FORDESI - FORMAÇÃO, DESENVOLVIMENTO E INVESTIGAÇÃO, S.A.","RUA IRENE LISBOA, 48, C/V.ESQ.","ARRUDA DOS VINHOS","2630-246","PT"
"0012400000w17xRAAQ","509892680","K-POS - EQUIPAMENTOS INFORMÁTICOS, UNIPESSOAL, LDA","RUA DA ALDEIA VELHA, 368","MONTIJO","2870-267","PT"
"0012400000w2pKCAAY","503758655","PRAGMASIS - SISTEMAS DE INFORMAÇÃO, S.A","PRAÇA DE ALVALADE, 6 2ºSALA 2","LISBOA","1700-036","PT"
"0012400000stGC0AAM","502275430","BRAY MARTINS, LDA","RUA GENERAL GOMES FREIRE, 148","SETÚBAL","2910-517","PT"
"0012400000yDQy1AAG","506322947","TRICEL - COMERCIO DE TELECOMUNICAÇÕES, LDA","RUA DOS BOMBEIROS VOLUNTÁRIOS, 42","ÁGUEDA","3750-138","PT"
"0012400000w18EmAAI","502199210","MEGASIS - SOCIEDADE DE SERVIÇOS E ENGENHARIA INFORMÁTICA, S.A.","AEROPORTO DE LISBOA, EDIFÍCIO 19 3º SALA 3 - REDUTO TAP","LISBOA","1700-008","PT"
"0012400000w194pAAA","503303461","COMOGRAMA - PROGRAMAÇÃO INFORMATICA, LDA","URBANIZAÇÃO VALE VERDE, LOTE 34 LOJA - ALTO DOS BARREIROS","COIMBRA","3040-350","PT"
"0012400000yC2qDAAS","507003420","INFORMONDIM, LDA","EDIFÍCIO MILLENNIUM, BLOCO C LOJA 7","TORRÃO","4880-206","PT"
"0012400000w17PEAAY","509877877","HARDSECURE, SOCIEDADE UNIPESSOAL, LDA","AVENIDA DA REPÚBLICA, 6 7ºESQ.","LISBOA","1050-191","PT"
"0012400000stHvbAAE","510379761","NAVIGATE TECHNOLOGIES, LDA","AVENIDA DOM JOÃO II, LOTE 1.06.2.5.B 4º - PARQUE DAS NAÇÕES","LISBOA","1990-095","PT"
"0012400000yDU9XAAW","506897133","GUEDES, ALVES & PACHECO, LDA","RUA MONTE DA BELA, 300 FRACÇÃO F","ERMESINDE","4445-294","PT"
"0012400000zb702AAA","505936151","J.V.S. - ASSISTENCIA TECNICA A EMPILHADORES, LDA","RUA DE CABÊDA, 203","ERMESINDE","4445-358","PT"
"0012400000yCNWcAAO","507029178","REGLIS - SOLUÇÕES INFORMÁTICAS GLOBAIS, LDA","RUA DA ZAMBUJEIRA - LIVRAMENTO - CASAL NOVO","AZUEIRA","2665-015","PT"
"0012400000stFz5AAE","502874210","APR - MANAGEMENT SOLUTIONS, LDA","RUA MANUEL VIEIRA DA CRUZ, 25 2ºTRASEIRAS","ERMESINDE","4445-271","PT"
"0012400000yD295AAC","508233941","SWR - CONSULTADORIA E COMUNICAÇÃO PROFISSIONAL, LDA","ZONA INDUSTRIAL CASAL DA ESPINHEIRA","SOBRAL DE MONTE AGRAÇO","2590-087","PT"
"0012400000yD39uAAC","508501113","WOLFD.COM - ELECTRÓNICA E INFORMÁTICA, LDA","RUA CRUZ DAS ALMAS, 34","PENICHE","2520-305","PT"
"0012400000yAcQLAA0","505842025","LSI - INTEGRAÇÃO DE SERVIÇOS E INFORMÁTICA, LDA","AVENIDA DA CIDADE DE MONTGERON, 169","PÓVOA DE VARZIM","4490-402","PT"
"0012400000zb8R0AAI","506533611","INFAIMON, UNIPESSOAL, LDA","RUA CIDADE DE VISEU, 43A","AVEIRO","3800-280","PT"
"0012400000zb8hcAAA","505775360","ESCOPIOFFICE, UNIPESSOAL, LDA","RUA JOSÉ RELVAS, 35/41","GOLEGÃ","2150-200","PT"
"0012400000yCDsGAAW","507768515","PT4 - SISTEMAS DE INFORMAÇÃO E REPRESENTAÇÕES, LDA","AVENIDA AUGUSTO HILÁRIO, LOTE 19 LOJA B - JARDIM DA AMOREIRA","RAMADA","2620-528","PT"
"0012400000w35QaAAI","504128582","POMBALDATA INFORMÁTICA, LDA","RUA DO LOURIÇAL, 85, LOJA A","POMBAL","3100-428","PT"
"0012400000w2T43AAE","507222660","D.& F.CEREJO, LDA","RUA MIGUEL BOMBARDA, 31 R/C","MOURA","7860-177","PT"
"0012400000yBKVOAA4","508703239","ALBIPRINT - CÓPIA, INFORMÁTICA E ASSISTÊNCIA TÉCNICA, LDA","RUA CARDEAL MOTA, 9 R/C","CASTELO BRANCO","6000-158","PT"
"0012400000yCNDwAAO","509952097","PENINFTEL - PENELA INFORMÁTICA E TELECOMUNICAÇÕES, UNIPESSOAL, LDA","RUA DO MERCADO, LOTE 16 LOJA D","PENELA","3230-348","PT"
"0012400000zb89xAAA","508720419","RECENTEGAMA - INFORMÁTICA E SISTEMAS, UNIPESSOAL, LDA","RUA DA MIGRAÇÃO, 65","BEIRA","4525-302","PT"
"0012400000w24OVAAY","507295960","TIMESTAMP - BUSINESS INTELLIGENCE & WAREHOUSING, LDA","PRAÇA DE ALVALADE, 6 11ºFTE.","LISBOA","1700-036","PT"
"0012400000yCRPVAA4","505551730","SUPER CHIP - COMÉRCIO DE EQUIPAMENTOS INFORMÁTICOS E ELECTRÓNICA, UNIPESSOAL, LDA","RUA AVELINA PIRES LEITÃO, LOTE 16A R/C ESQ","PINHAL NOVO","2955-137","PT"
"0012400000w1DaoAAE","509391931","ID4SOFTWARE - SISTEMAS DE INFORMAÇÃO, LDA","RUA DO VALE SEPAL, 570 - ALDEAMENTO SANTA CLARA","LEIRIA","2415-395","PT"
"0012400000xgPtmAAE","503683450","QUINTA DIMENSÃO - SERVIÇOS EMPRESARIAIS, UNIPESSOAL, LDA","RUA JOSÉ EMIDIO AMARO, 9 - BAIRRO DE SANTA MARIA","VILA VIÇOSA","7160-213","PT"
"0012400000xgPxmAAE","504488031","NORDESTE ALARMES - SERVIÇO DE TECNOLOGIA E SEGURANÇA, LDA","AVENIDA DO TÃMEGA, LOJA 31","OUTEIRO SECO","5400-592","PT"
"0012400000w24QbAAI","507297547","INOVAPRIME - SERVIÇOS EM TECNOLOGIAS DE INFORMAÇÃO, LDA","AVENIDA FONTES PEREIRA DE MELO, 21 2º","LISBOA","1050-116","PT"
"0012400000w2mCaAAI","502990031","ARL - ASSISTÊNCIA, REDES E COMPUTAÇÃO, LDA","AVENIDA JOÃO DE DEUS RAMOS, 146 LOJA 216, CENTRO COMERCIAL GIRASSOLUM","COIMBRA","3030-999","PT"
"0012400000w2q11AAA","503805270","IBERTELCO - ELECTRÓNICA, LDA","RUA ALFREDO DA SILVA, 8A 3ºG, EDIFÍCIO STERN","AMADORA","2610-016","PT"
"0012400000w379TAAQ","504309323","TOP - INFORMÁTICA, LDA","RUA COMENDADOR ANTÓNIO MARIA SANTOS DA CUNHA, 304","BRAGA","4700-026","PT"
"0012400000yBI6xAAG","509954979","BEE CLOUD - SOCIEDADE TRATAMENTOS INFORMÁTICOS PARA MÉDIAS EMPRESAS, UNIPESSOAL, LDA","MARRUJO","MARUJO","2384-004","PT"
"0012400000yBJYLAA4","504818740","TAISTEL - EQUIPAMENTOS DE TELECOMUNICAÇÕES, LDA","RUA DE RAIMUNDO DURÃES MAGALHÃES, LOTE 12","MAIA","4475-189","PT"
"0012400000w2krjAAA","503874396","LOJA V - MULTIMÉDIA E INTERNET, LDA","RUA SÃO JOÃO DE BRITO, 38 2ºESQ.","PORTO","4100-452","PT"
"0012400000yCSiRAAW","508002494","M4U, SERVIÇOS DE GESTÃO, LDA","PRACETA ARQUIMEDES SILVA SANTOS, 2 3ºD","PÓVOA DE SANTA IRIA","2625-163","PT"
"0012400000yBpDLAA0","507155661","BOOTCOM - COMÉRCIO E ASSISTÊNCIA DE MATERIAL INFORMÁTICO, UNIPESSOAL, LDA","AVENIDA ENGENHEIRO TAVARES DA SILVA, EDIFÍCIO VARANDAS DE ANADIA, BLOCO NORTE LOJA B/C","ANADIA","3780-203","PT"
"0012400000zb76hAAA","505965720","PEDRO FERREIRA, LDA","RUA CARLOS SEIXAS, 225","COIMBRA","3030-177","PT"
"0012400000ssCTMAA2","501581464","NOVA ZETA 3 - AUTOMATIZAÇÃO E CONTROLO, LDA","RUA FERNANDO CARVALHO, 23 LOJA DTA. - URBANIZAÇÃO QUINTA DA PARREIRINHA","BOBADELA","2695-244","PT"
"0012400000w0cBBAAY","510330347","JJNC INFORMATICA - COMERCIO E SERVIÇOS, LDA","RUA DE SÃO JOÃO DO SOBRADO, 3836","SOBRADO","4440-339","PT"
"0012400000w0cnqAAA","506663507","MATINTEL, UNIPESSOAL, LDA","RUA PINTO DE ARAÚJO, 285, LEÇA DA PALMEIRA","MATOSINHOS","4450-777","PT"
"0012400000w1L0aAAE","502850191","EXABYTE - COMPONENTES PARA COMPUTADORES, S.A.","RUA PEDRO ÁLVARES CABRAL, 10A - INFANTADO","LOURES","2670-391","PT"
"0012400000w1MMtAAM","508775876","INOVAR +AZ - SISTEMAS DE INFORMAÇÃO, LDA","RUA DO MARCO, 116 R/C ESQ., SILVARES","MACINHATA DA SEIXA","3720-091","PT"
"0012400000w1P64AAE","502819928","MEDIASIS - SOLUÇÕES DE INFORMÁTICA, LDA","RUA DOUTOR MANUEL DE ARRIAGA, 157B","CAMPO","4440-004","PT"
"0012400000w1KVxAAM","510364969","VIANA SAT, LDA","RUA DE SANTA ISABEL, 3","SÃO TEOTÓNIO","7630-625","PT"
"0012400000yCOe9AAG","507711343","SOURCEIT - PRESTAÇÃO DE SERVIÇOS DE INFORMÁTICA, LDA","RUA DO MAR DA CHINA, EDIFÍCIO OFFICE ORIENTE, LOTE 1.07.2.3 - PARQUE DAS NAÇÕES","LISBOA","1990-138","PT"
"0012400000yDBlIAAW","505572800","GAIN IT, LDA","RUA DOUTOR SILVA TELES, 4 3ºDTO.","LISBOA","1050-080","PT"
"0012400000yDCDbAAO","505579138","J.F.C. - ASSISTENCIA TECNICA A EQUIPAMENTOS HOTELEIROS, LDA","RUA SPORTING CLUBE DO CANDALENSE, 14 3º TRASEIRAS","VILA NOVA DE GAIA","4400-688","PT"
"0012400000ss9eGAAQ","501544186","CHAI & CHAI, LDA","AVENIDA ENG. ARANTE E OLIVEIRA, 3 - R/C","LISBOA","1900-221","PT"
"0012400000w1LgtAAE","508997488","DATALAB - TECNOLOGIAS DE INFORMAÇÃO, LDA","RUA FERNANDO NAMORA, 16 LOJA DTA. - COLINAS DO CRUZEIRO","ODIVELAS","2675-487","PT"
"0012400000w1MEyAAM","508859948","UON SOLUTIONS, TECNOLOGIAS DE INFORMAÇÃO, LDA","AVENIDA 24 DE JULHO, 74/76 1ºPISO - EDIFÍCIO BIG","LISBOA","1200-869","PT"
"0012400000w1NOeAAM","508424224","SIMPHAR - SISTEMAS DE INFORMAÇÃO, S.A.","RUA CIDADE DE HULL, 2 - ALTO DE COLARIDE","AGUALVA-CACÉM","2735-211","PT"
"0012400000w2WHtAAM","502711728","BLUE CHIP CUSTOMER ENGINEERING DE PORTUGAL, LDA","POLÍGONO EMPRESARIAL PÉ DE MOURO, 8 - CAPA ROTA","LINHÓ","2710-335","PT"
"0012400000xgSjMAAU","504030884","MURIMÁTICA - SOLUÇÕES INFORMÁTICAS, LDA","RUA HELIODORO SALGADO, 45 C/V ESQ.","LISBOA","1170-174","PT"
"0012400000yAtslAAC","506712842","MICROMIX - COMÉRCIO E SERVIÇOS DE INFORMÁTICA, LDA","RUA DA LIBERDADE, 59 R/C ESQ.","COIMBRA","3020-112","PT"
"0012400000yBHmRAAW","507997930","ALARME ON - SOLUÇÕES DE SEGURANÇA, LDA","RUA TOMÁS MENDES DA SILVA PINTO, LOTE 2 5ºFTE.","CASTELO BRANCO","6000-285","PT"
"0012400000w31xCAAQ","504099388","PAMAFE - INFORMÁTICA, LDA","RUA DE CRASTO, 194","PORTO","4150-241","PT"
"0012400000yCbjqAAC","507895428","WEBMÓVEL - INFORMÁTICA E MOBILIÁRIO, UNIPESSOAL, LDA","RUA DE CARVALHO DE CIMA, 383","VÁLEGA","3880-572","PT"
"0012400000yCRgDAAW","505723336","WINCOMP - SISTEMAS INFORMÁTICOS, LDA","RUA GENERAL NORTON DE MATOS, 120","PONTE DE LIMA","4990-118","PT"
"0012400000stJ6WAAU","513882898","SYSATLAS PORTUGAL, DIGITAL OFFICE SYSTEMS, LDA","RUA DA LIBERDADE, 1 C/V LATERAL ESQ., CASAL DO OUTEIRO","MANIQUE DE CIMA","2710-180","PT"
"0012400000yBJflAAG","508625645","IN2IT - TECNOLOGIAS DE INFORMAÇÃO, LDA","RUA JOSÉ FALCÃO, 38A - SANTO AMARO DE OEIRAS","OEIRAS","2780-334","PT"
"0012400000yEt5yAAC","508663768","GÉNIOS VENCEDORES, LDA","RUA ARQUITECTO DIAS COELHO, INSTALAÇÕES FAPAJAL ARMAZÉM J","SÃO JULIÃO DO TOJAL","2660-394","PT"
"0012400000w2TMzAAM","502831022","MICROLAGOS - SISTEMAS INFORMÁTICOS E FORMAÇÃO, LDA","RUA DOUTOR PAULO JORGE LOURENÇO GODINHO, LOTE 8 LOJA B","LAGOS","8600-774","PT"
"0012400000w2pIQAAY","503065552","ESCADAFÁCIL - ELEVADORES DE ESCADA E EQUIPAMENTOS ESPECIAIS, LDA","RUA A GAZETA D'OEIRAS, 2 1ºB - EDIFÍCIO HORIZONTE","OEIRAS","2780-171","PT"
"0012400000xgOAzAAM","505146045","B2F - BUSINESS TO FUTURE - PROGRAMAÇÃO INFORMÁTICA, LDA","RUA MANUEL VIEIRA DA CRUZ, 25 2ºTRAS.","ERMESINDE","4445-271","PT"
"0012400000yAc9BAAS","505831511","CONTINWEB - CONTABILIDADE, SISTEMAS INFORMÁTICOS E WEB DESIGNER, LDA","RUA SUB-VILA, CENTRO COMERCIAL SUB-VILA LOJA O","NAZARÉ","2450-267","PT"
"0012400000yAcghAAC","504654128","CONFIDENTIA - TECNOLOGIAS INFORMÁTICAS APLICADAS, LDA","RUA DO ATENEU COMERCIAL DE SANTARÉM, LOTE 12 LOJA","SANTARÉM","2000-215","PT"
"0012400000yCZbvAAG","505164043","REDEIP - SOLUÇÕES E SERVIÇOS, LDA","ESTRADA NACIONAL 8, 34","CASALINHO","2540-170","PT"
"0012400000yEte0AAC","508689996","SEEGNO, LDA","PRAÇA CONDE DE AGROLONGO, 27","BRAGA","4700-312","PT"
"0012400000ss9xIAAQ","503688827","REINO INFORMÁTICO, LDA","ESTRADA DA OUTURELA, 158A","CARNAXIDE","2790-115","PT"
"0012400000w2WdwAAE","503312827","OMNILOG - LÓGICA E INFORMÁTICA, LDA","AVENIDA INFANTE DOM HENRIQUE, 76","CALDAS DA RAINHA","2500-918","PT"
"0012400000yAq7RAAS","506276023","CYBER SHOP - COMÉRCIO, ALUGUER E PRESTAÇÃO DE SERVIÇOS INFORMÁTICOS, UNIPESSOAL, LDA","RUA CAETANO MARIA BATALHA, 7A","ALMADA","2800-040","PT"
"0012400000yB1HaAAK","505292351","ALARMAX - SOLUÇÕES DE SEGURANÇA, LDA","AVENIDA DE SÃO GONÇALO, 936 LOJA 4","GUIMARÃES","4810-527","PT"
"0012400000yBUTGAA4","504255134","INTRANET - SOLUÇÕES INFORMÁTICAS, LDA","RUA MAJOR FERREIRA DO AMARAL, 10 R/C DT","TOMAR","2300-507","PT"
"0012400000yBtRvAAK","504343017","AUGUSTO CABRAL - SOCIEDADE UNIPESSOAL, LDA","RUA DOUTOR GUILHERME FAURE, LOTE 5 R/C DTO., QUINTA DO POMAR","NELAS","3520-058","PT"
"0012400000yBtppAAC","504502930","IEGARI - SOLUÇÕES EM TELECOMUNICAÇÕES E INFORMÁTICA, LDA","AVENIDA DOM JOÃO III, EDIFÍCIO SHOPING 2002, LOJA 40","LEIRIA","2400-164","PT"
"0012400000zb66lAAA","510268480","FOR DEMAND, LDA","RUA 28 DE JANEIRO, 350 M3","VILA NOVA DE GAIA","4400-335","PT"
"0012400000yF0uYAAS","506504948","ESISTEMAS - CONSULTADORIA DE SISTEMAS DE COMUNICAÇÃO VISUAL E MULTIMÉDIA, LDA","RUA COMPANHIA DOS CAULINOS, 40","SENHORA DA HORA","4460-205","PT"
"0012400000stRKrAAM","504049160","A.M.I.SANTOS - INFORMÁTICA , LDA","RUA CELESTINO DAVID, 40 2º","COVILHÃ","6200-072","PT"
"0012400000xgOrZAAU","505135000","GRAVIDADE ZERO - SISTEMAS DE INFORMAÇÃO, LDA","AVENIDA DOM JOÃO II, 50","BRAGA","4715-304","PT"
"0012400000xgQ0sAAE","505011050","CAVEDIGITAL - CONSULTORIA E SOLUÇÕES INFORMÁTICAS, LDA","CONVENTO SÃO MIGUEL DAS GAEIRAS","GAEIRAS","2510-718","PT"
"0012400000ssuKgAAI","501803661","ESTIN - ESTUDO E INFORMÁTICA, LDA","RUA AIRES DE ORNELAS, 91 R/C","PORTO","4000-023","PT"
"0012400000w18eWAAQ","502932155","LISINFORMATICA - SOCIEDADE DE INFORMATICA, LDA","AVENIDA MIGUEL BOMBARDA, 42 5ºB","LISBOA","1050-166","PT"
"0012400000w18r6AAA","503259462","SOFTIRES - INFORMATICA E SERVIÇOS, LDA","AVENIDA DE SÃO MIGUEL, 249 LOJA J/L, ARCADAS SÃO MIGUEL","CARCAVELOS","2775-751","PT"
"0012400000yBIOAAA4","509856209","IT4U - SOLUÇÕES INFORMÁTICAS, LDA","RUA DA MILHARADA, 31D - MASSAMÁ","QUELUZ","2745-822","PT"
"0012400000stGBWAA2","502137428","CENTROFAX - SOCIEDADE COMERCIAL DE EQUIPAMENTOS DE ESCRITÓRIO, LDA","AVENIDA ELÍSIO DE MOURA, 367 1ºLOJA 2","COIMBRA","3030-183","PT"
"0012400000stRn4AAE","501989978","QUIDGEST - CONSULTORES DE GESTÃO, S.A.","RUA CASTILHO, 63 6º","LISBOA","1250-068","PT"
"0012400000w2lOEAAY","503851906","C E DT - COMUNICAÇÕES, INFORMÁTICA E SERVIÇOS, LDA","AVENIDA DE FERNÃO DE MAGALHÃES, 1862 15º SALAS 1501/1503","PORTO","4350-158","PT"
"0012400000yC2RJAA0","504551663","TRIFIDA - COMÉRCIO DE MATERIAL INFORMÁTICO, LDA","AVENIDA FERNANDO NAMORA, 157C","COIMBRA","3030-185","PT"
"0012400000yEEjcAAG","980254698","BROTHER IBERIA, SL - SUCURSAL EM PORTUGAL","RUA DA GARAGEM, 7, EDIFÍCIO BROTHER","CARNAXIDE","2790-078","PT"
"0012400000w1bpOAAQ","502607807","FDS PORTUGAL, LDA","RUA SAINT FARGEAU DE PONTHIERRY, 166 LOJA 2 - EDIFÍCIO EUROFAMA","VILA NOVA DE FAMALICÃO","4760-383","PT"
"0012400000w1c4hAAA","503392685","MIRATEC, INFORMÁTICA, LDA","MONTE DAS PEDERNEIRAS","TRANCA","7630-587","PT"
"0012400000w2xDSAAY","503287288","HA - SOLUÇÕES INFORMÁTICAS, LDA","AVENIDA DOS MOINHOS, 8A","AMADORA","2610-118","PT"
"0012400000w2xYqAAI","504036874","GESTWARE - COMÉRCIO DE SOFTWARE, LDA","RUA PADRE ALEXANDRE, 117","PORTO","4100-037","PT"
"0012400000w2m5BAAQ","502989173","EIRACOM - COMUNICAÇÕES E SISTEMAS, SOCIEDADE UNIPESSOAL, LDA","RUA DOMINGOS JOSÉ DE MORAIS, 67 2ºESQ. - EDIFICIO FOZ DO RIO","SACAVÉM","2685-046","PT"
"0012400000ssCODAA2","503198749","ARPURO & REDEMÓVEL, LDA","AVENIDA DA LIBERDADE, 261B","SÃO JOÃO DA MADEIRA","3700-165","PT"
"0012400000w21tsAAA","507202287","INFORPACTO II - INFORMÁTICA E SERVIÇOS, LDA","AVENIDA AVELINO FERREIRA TORRES, 1688, TUÍAS","MARCO DE CANAVESES","4630-201","PT"
"0012400000w1B0uAAE","502028076","OLIFEL - COMERCIO DE COMPUTADORES, LDA","AVENIDA DOUTOR LEONARDO COIMBRA, 255 R/C. ESQ.","FELGUEIRAS","4610-105","PT"
"0012400000w2opXAAQ","503027952","R.F.S. - TELECOMUNICAÇÕES, LDA","RUA CIDADE DE VIANA DO CASTELO, 96A - BAIRRO DOS 7 CASTELOS","TIRES","2785-794","PT"
"0012400000w2q5nAAA","504133128","TRJ - INFORMÁTICA, LDA","RUA DIONÍSIO SARAIVA, 5 LOTE 1 FRACÇÃO H 1º","ALMEIRIM","2080-104","PT"
"0012400000w32GeAAI","504111736","JOÃO MAMEDE ALMEIDA & FILHOS, LDA","LAMEIRO MORTO","FRIANDE","4610-318","PT"
"0012400000w0cy7AAA","501719288","POTAUCO - EQUIPAMENTOS E SISTEMAS ELÉCTRICOS, S.A.","TRAVESSA DE PITANCINHOS, 28","PALMEIRA","4700-007","PT"
"0012400000w1j7WAAQ","236133659","VIEIRA, FELISBERTO MARTINS","RUA RAINHA SANTA ISABEL, 17","VALONGO","4440-569","PT"
"0012400000yBHpBAAW","508821053","HPSS - SOLUÇÕES E SERVIÇOS DE IMPRESSÃO, LDA","RUA MANUEL RODRIGUES DA SILVA, LOJA 5D","LISBOA","1600-503","PT"
"0012400000ssCLdAAM","503188247","TECNIDELTA - EQUIPAMENTOS HOTELEIROS, LDA","RUA DOUTOR TELLO DA GAMA, 89","CAMPO MAIOR","7370-112","PT"
"0012400000st30cAAA","501876472","FIN-PRISMA - SERVIÇOS DE TERCIÁRIO AVANÇADO, LDA","ESTRADA NACIONAL 115, LOTE 11 FRACÇÃO 13 - LOURES BUSINESS PARK","SÃO JULIÃO DO TOJAL","2660-420","PT"
"0012400000stUfpAAE","502975768","UNIDIGITAL, LDA","RUA DOUTOR MANUEL DE ARRIAGA, LOTE 39 1ºFTE. - NOVA OEIRAS","OEIRAS","2780-132","PT"
"0012400000stVChAAM","502314192","G.T.C. - SISTEMAS DIGITAIS DE VÍDEO, LDA","TAGUSPARK, 75, EDIFICIO DE TECNOLOGIA IV","PORTO SALVO","2740-257","PT"
"0012400000ssrBUAAY","510456545","PAULO AMARANTE, UNIPESSOAL, LDA","RUA DE DIU, 59, CHAVE","GAFANHA DA NAZARÉ","3830-602","PT"
"0012400000st2TGAAY","501795588","INFOR-MAR - INFORMÁTICA E SERVIÇOS, LDA","RUA BOQUEIRÃO DOS FERREIROS, 7A/9A","LISBOA","1200-149","PT"
"0012400000zaydSAAQ","509048137","DISPOLAB - MATERIAL DE LABORATÓRIO, LDA","RUA DAMIÃO DE GÓIS, 358","PORTO","4050-223","PT"
"0012400000yF1BUAA0","511073100","MICROMADE - COMPUTADORES, FORMAÇÃO, LDA","RUA FÁBRICA, 18-GALERIAS DO CARMO","FUNCHAL","9050-019","PT"
"0012400000zb81mAAA","505980967","SINMETRO - SISTEMAS DE INOVAÇÃO EM QUALIDADE E METROLOGIA, LDA","RUA PEDRO NUNES, INSTITUTO PEDRO NUNES - QUINTA DA NORA","COIMBRA","3030-199","PT"
"0012400000stEy6AAE","501829849","EDECINE - EMPRESA DE CINEMAS, LDA","PARQUE EMPRESARIAL DE VIALONGA, ARMAZÉM 34","VIALONGA","2625-607","PT"
"0012400000stJv0AAE","502425296","INFORLANDIA, S.A.","RUA DE SANTA RITA, 85L6 - EDIFÍCIO NATURAL PARK","AVEIRO","3810-167","PT"
"0012400000stRcfAAE","501962107","G.N.C.- SISTEMAS E SERVIÇOS DE MEDIÇÃO, UNIPESSOAL, LDA","TAGUS PARK, EDIFÍCIO TECNOLOGIA I 27","PORTO SALVO","2740-257","PT"
"0012400000yBTJIAA4","505241064","MEDIAVIEW - SISTEMAS DE INFORMAÇÃO, LDA","RUA DO CONDE DE REDONDO, 82 5º ESQ.","LISBOA","1150-109","PT"
"0012400000yCNACAA4","510073425","YBF, CONSULTORIA E SOFTWARE, LDA","RUA BERNARDINO MOREIRA, 183","RANA","2785-761","PT"
"0012400000yCNJCAA4","506951405","PROSIDE - CONCEPÇÃO E IMPLEMENTAÇÃO DE SOLUÇÕES INFORMÁTICAS, LDA","ESTRADA DE ALFRAGIDE, LOTE 107 - EDIFÍCIO A2","AMADORA","2610-008","PT"
"0012400000yCYLhAAO","505084490","MORPHO CARDS PORTUGAL, LDA","RUA JULIETA FERRÃO, 10 13ºB","LISBOA","1600-131","PT"
"0012400000zaxl6AAA","508888093","IDRYL CONSULTING, LDA","PRAÇA CONDE DE AGROLONGO, 74 3ºDTO.FTE.","BRAGA","4700-312","PT"
"0012400000yDU77AAG","506110117","PROJECTTIME II - SOLUÇÕES INTEGRADAS, LDA","RUA JOSÉ MOURA COUTINHO, 608 1º","MURO","4745-330","PT"
"0012400000xgOGsAAM","505138190","CALTEC - SERVIÇOS E SISTEMAS DE INFORMAÇÃO, LDA","AVENIDA DE SÃO MIGUEL, 230 ATELIER J","CARCAVELOS","2775-749","PT"
"0012400000w0eCAAAY","510178090","BUGSTORM - INFORMATION SYSTEMS, LDA","LARGO DE SÃO SEBASTIÃO DA PEDREIRA, 32B 1ºDTO.","LISBOA","1050-205","PT"
"0012400000w0ePpAAI","510189920","PARADIGMORIGINAL - CONSULTORIA, UNIPESSOAL, LDA","PRACETA QUINTA DO VALE DA TORRE, 3 4ºESQ.","TORRE DA MARINHA","2840-593","PT"
"0012400000w0eoPAAQ","510206425","IGADGET, S.A.","ESTRADA REAL, 33 EDIFÍCIO B - RAL","SINTRA","2710-450","PT"
"0012400000w0g5zAAA","506762106","SFLAG - SISTEMAS DE INFORMÁTICA, LDA","AVENIDA GENERAL HUMBERTO DELGADO, 78/80 3º F","CASTELO BRANCO","6000-081","PT"
"0012400000w0g6kAAA","501748849","INFOTESTE - CENTRO DE ESTUDOS E DIAGNÓSTICO PSICOLÓGICO COMPUTORIZADO, LDA","AVENIDA 5 DE OUTUBRO, 70 3º","LISBOA","1050-059","PT"
"0012400000yBsE2AAK","506977544","KONK CONSULTING - CONSULTORIA INFORMÁTICA, S.A.","RUA DO CAIS DAS PEDRAS, 8 1ºESQ.","PORTO","4050-465","PT"
